import time: self [us] | cumulative | imported package
import time:        29 |      44747 |           accelerate.utils.imports
import time:       432 |        432 |           accelerate.checkpointing
import time:       840 |        840 |           accelerate.data_loader
import time:     72812 |      72812 |           accelerate.tracking
import time:      2161 |     120989 |         accelerate.accelerator
import time:       633 |        633 |         accelerate.inference
import time:       476 |        476 |         accelerate.launchers
import time:      1895 |     123992 |       accelerate
import time:        28 |     124020 |     accelerate.hooks
import time:      2103 |       2103 |       transformers.modeling_flash_attention_utils
import time:       927 |       3029 |     transformers.integrations.flash_attention
import time:       538 |        538 |         torch.nn.attention._utils
import time:      1509 |       2046 |       torch.nn.attention.flex_attention
import time:       305 |       2350 |     transformers.integrations.flex_attention
import time:       420 |        420 |     transformers.integrations.sdpa_attention
import time:       377 |        377 |       transformers.loss
import time:       809 |        809 |               scipy.__config__
import time:       910 |        910 |               scipy.version
import time:       139 |        139 |                 scipy._distributor_init_local
import time:       620 |        759 |               scipy._distributor_init
import time:       404 |        404 |                   scipy._external
import time:       739 |       1143 |                 scipy._external.packaging_version
import time:       415 |        415 |                 scipy._external.packaging_version._structures
import time:      1335 |       2891 |               scipy._external.packaging_version.version
import time:       703 |        703 |                     cython
import time:       900 |       1603 |                   scipy._lib._testutils
import time:       707 |       2309 |                 scipy._lib
import time:      1190 |       1190 |                   scipy._cyutility
import time:      1223 |       2412 |                 scipy._lib._ccallback_c
import time:       679 |       5400 |               scipy._lib._ccallback
import time:      1390 |      12157 |             scipy
import time:      2893 |       2893 |                     scipy.linalg._fblas
import time:       661 |       3554 |                   scipy.linalg.blas
import time:      3617 |       3617 |                     scipy.linalg._flapack
import time:      1745 |       5361 |                   scipy.linalg.lapack
import time:       865 |        865 |                   scipy.linalg._batched_linalg
import time:      1025 |       1025 |                         numpy._typing._add_docstring
import time:       542 |       1567 |                       numpy.typing
import time:       980 |        980 |                             scipy._external.array_api_compat.common._typing
import time:      1024 |       2003 |                           scipy._external.array_api_compat.common._helpers
import time:       801 |       2804 |                         scipy._external.array_api_compat.common
import time:       598 |       3401 |                       scipy._external.array_api_compat
import time:       658 |        658 |                         scipy._external.array_api_compat._internal
import time:       842 |        842 |                             numpy._core.strings
import time:       575 |        575 |                             numpy.strings
import time:       602 |       2018 |                           numpy._core.defchararray
import time:       596 |       2613 |                         numpy.char
import time:       703 |        703 |                           numpy.f2py.diagnose
import time:       670 |        670 |                             numpy.f2py._backends
import time:       556 |        556 |                             numpy.f2py.__version__
import time:       655 |        655 |                               numpy.f2py.cfuncs
import time:      1011 |       1666 |                             numpy.f2py.auxfuncs
import time:      1331 |       1331 |                               numpy.f2py.cb_rules
import time:       590 |        590 |                               numpy.f2py._isocbind
import time:      1148 |       1148 |                                 fileinput
import time:      1282 |       1282 |                                 numpy.f2py.symbolic
import time:      7989 |      10419 |                               numpy.f2py.crackfortran
import time:       882 |      13220 |                             numpy.f2py.capi_maps
import time:       468 |        468 |                               numpy.f2py.func2subr
import time:       702 |       1170 |                             numpy.f2py.f90mod_rules
import time:       711 |        711 |                               numpy.f2py.common_rules
import time:       564 |        564 |                               numpy.f2py.use_rules
import time:      4370 |       5645 |                             numpy.f2py.rules
import time:       691 |      23614 |                           numpy.f2py.f2py2e
import time:       518 |      24835 |                         numpy.f2py
import time:       670 |        670 |                             numpy.polynomial.polyutils
import time:       786 |        786 |                             numpy.polynomial._polybase
import time:      1061 |       2516 |                           numpy.polynomial.chebyshev
import time:       692 |        692 |                           numpy.polynomial.hermite
import time:       687 |        687 |                           numpy.polynomial.hermite_e
import time:       662 |        662 |                           numpy.polynomial.laguerre
import time:       620 |        620 |                           numpy.polynomial.legendre
import time:       623 |        623 |                           numpy.polynomial.polynomial
import time:       726 |       6522 |                         numpy.polynomial
import time:      1037 |       1037 |                           numpy.ctypeslib._ctypeslib
import time:       557 |       1594 |                         numpy.ctypeslib
import time:       847 |        847 |                           numpy.testing._private
import time:       504 |        504 |                           numpy.testing.overrides
import time:      2256 |       2256 |                             numpy.testing._private.utils
import time:       816 |       3071 |                           numpy.testing._private.extbuild
import time:      1098 |       5519 |                         numpy.testing
import time:      4955 |       4955 |                           numpy.ma.core
import time:      1415 |       1415 |                           numpy.ma.extras
import time:       768 |       7138 |                         numpy.ma
import time:       700 |        700 |                         numpy.rec
import time:      1010 |       1010 |                           scipy._external.array_api_compat.common._aliases
import time:       797 |        797 |                           scipy._external.array_api_compat.numpy._typing
import time:      1437 |       3243 |                         scipy._external.array_api_compat.numpy._aliases
import time:       578 |        578 |                         scipy._external.array_api_compat.numpy._info
import time:      1080 |       1080 |                           scipy._external.array_api_compat.common._linalg
import time:      1124 |       2204 |                         scipy._external.array_api_compat.numpy.linalg
import time:       438 |        438 |                           scipy._external.array_api_compat.common._fft
import time:      1019 |       1457 |                         scipy._external.array_api_compat.numpy.fft
import time:      1366 |      58422 |                       scipy._external.array_api_compat.numpy
import time:       547 |        547 |                             scipy._external.array_api_extra._lib
import time:       471 |        471 |                                 scipy._external.array_api_extra._lib._utils
import time:       409 |        409 |                                       scipy._lib._sparse
import time:       580 |        989 |                                     scipy._lib._array_api_override
import time:       682 |       1670 |                                   scipy._external._array_api_compat_vendor
import time:       710 |       2380 |                                 scipy._external.array_api_extra._lib._utils._compat
import time:       384 |        384 |                                   scipy._external.array_api_extra._lib._utils._typing
import time:       674 |       1057 |                                 scipy._external.array_api_extra._lib._utils._helpers
import time:       792 |       4700 |                               scipy._external.array_api_extra._lib._at
import time:      1036 |       5735 |                             scipy._external.array_api_extra._lib._funcs
import time:      1043 |       7324 |                           scipy._external.array_api_extra._delegation
import time:       741 |        741 |                           scipy._external.array_api_extra._lib._lazy
import time:       707 |       8772 |                         scipy._external.array_api_extra
import time:       844 |       9615 |                       scipy._external.array_api_extra.testing
import time:      2043 |       2043 |                         pydoc
import time:      1453 |       3496 |                       scipy._lib._docscrape
import time:      1376 |      77875 |                     scipy._lib._array_api
import time:      1130 |      79004 |                   scipy._lib._util
import time:      1820 |      90602 |                 scipy.linalg._misc
import time:      1924 |       1924 |                 scipy.linalg._cythonized_array_utils
import time:      2970 |       2970 |                   scipy.linalg._decomp
import time:      1212 |       1212 |                   scipy.linalg._decomp_svd
import time:      1070 |       1070 |                   scipy.linalg._solve_toeplitz
import time:      2006 |       7257 |                 scipy.linalg._basic
import time:      1466 |       1466 |                 scipy.linalg._decomp_lu
import time:       853 |        853 |                 scipy.linalg._decomp_ldl
import time:       772 |        772 |                 scipy.linalg._decomp_cholesky
import time:       588 |        588 |                   scipy._lib.deprecation
import time:      1179 |       1767 |                 scipy.linalg._decomp_qr
import time:      1344 |       1344 |                 scipy.linalg._decomp_qz
import time:      1151 |       1151 |                 scipy.linalg._decomp_schur
import time:       648 |        648 |                 scipy.linalg._decomp_polar
import time:       903 |        903 |                   scipy.linalg._expm_frechet
import time:       966 |        966 |                   scipy.linalg._internal_matfuncs
import time:       768 |        768 |                   scipy.linalg._linalg_pythran
import time:      1735 |       4371 |                 scipy.linalg._matfuncs
import time:      1267 |       1267 |                 scipy.linalg._special_matrices
import time:      1131 |       1131 |                 scipy.linalg._solvers
import time:      1109 |       1109 |                 scipy.linalg._procrustes
import time:      1036 |       1036 |                   scipy.linalg.cython_blas
import time:      1875 |       1875 |                   scipy.linalg.cython_lapack
import time:      2499 |       5408 |                 scipy.linalg._decomp_update
import time:      1096 |       1096 |                 scipy.linalg._sketches
import time:       664 |        664 |                 scipy.linalg._decomp_cossin
import time:       417 |        417 |                 scipy.linalg.decomp
import time:       367 |        367 |                 scipy.linalg.decomp_cholesky
import time:       373 |        373 |                 scipy.linalg.decomp_lu
import time:       547 |        547 |                 scipy.linalg.decomp_qr
import time:       347 |        347 |                 scipy.linalg.decomp_svd
import time:       317 |        317 |                 scipy.linalg.decomp_schur
import time:       361 |        361 |                 scipy.linalg.basic
import time:       522 |        522 |                 scipy.linalg.misc
import time:       358 |        358 |                 scipy.linalg.special_matrices
import time:       321 |        321 |                 scipy.linalg.matfuncs
import time:      1008 |     127758 |               scipy.linalg
import time:       656 |        656 |                     scipy.sparse._sputils
import time:       526 |        526 |                     scipy.sparse._matrix
import time:      1290 |       2471 |                   scipy.sparse._base
import time:       794 |        794 |                     scipy.sparse._sparsetools
import time:       550 |        550 |                       scipy.sparse._data
import time:       530 |        530 |                       scipy.sparse._index
import time:       803 |       1882 |                     scipy.sparse._compressed
import time:       606 |       3281 |                   scipy.sparse._csr
import time:       683 |        683 |                   scipy.sparse._csc
import time:       976 |        976 |                     scipy.sparse._csparsetools
import time:       743 |       1719 |                   scipy.sparse._lil
import time:       710 |        710 |                   scipy.sparse._dok
import time:       835 |        835 |                   scipy.sparse._coo
import time:       606 |        606 |                   scipy.sparse._dia
import time:       656 |        656 |                   scipy.sparse._bsr
import time:      2273 |       2273 |                   scipy.sparse._construct
import time:       710 |        710 |                   scipy.sparse._extract
import time:       697 |        697 |                   scipy.sparse._matrix_io
import time:       632 |        632 |                   scipy.sparse.base
import time:       501 |        501 |                   scipy.sparse.bsr
import time:       828 |        828 |                   scipy.sparse.compressed
import time:       391 |        391 |                   scipy.sparse.construct
import time:       584 |        584 |                   scipy.sparse.coo
import time:       649 |        649 |                   scipy.sparse.csc
import time:       668 |        668 |                   scipy.sparse.csr
import time:       600 |        600 |                   scipy.sparse.data
import time:       617 |        617 |                   scipy.sparse.dia
import time:       533 |        533 |                   scipy.sparse.dok
import time:       498 |        498 |                   scipy.sparse.extract
import time:       519 |        519 |                   scipy.sparse.lil
import time:       856 |        856 |                   scipy.sparse.sparsetools
import time:       524 |        524 |                   scipy.sparse.sputils
import time:      1063 |      24091 |                 scipy.sparse
import time:      1456 |       1456 |                     scipy.sparse.linalg._interface
import time:       461 |        461 |                     scipy.sparse.linalg._isolve.utils
import time:      2362 |       4277 |                   scipy.sparse.linalg._isolve.iterative
import time:       934 |        934 |                   scipy.sparse.linalg._isolve.minres
import time:       875 |        875 |                     scipy.sparse.linalg._isolve._gcrotmk
import time:      1028 |       1903 |                   scipy.sparse.linalg._isolve.lgmres
import time:       592 |        592 |                   scipy.sparse.linalg._isolve.lsqr
import time:       487 |        487 |                   scipy.sparse.linalg._isolve.lsmr
import time:       713 |        713 |                   scipy.sparse.linalg._isolve.tfqmr
import time:      1122 |      10025 |                 scipy.sparse.linalg._isolve
import time:       838 |        838 |                     scipy.sparse.linalg._dsolve._superlu
import time:       968 |        968 |                       scikits
import time:        49 |       1017 |                     scikits.umfpack
import time:       813 |       2667 |                   scipy.sparse.linalg._dsolve.linsolve
import time:       610 |        610 |                   scipy.sparse.linalg._dsolve._add_newdocs
import time:       566 |       3842 |                 scipy.sparse.linalg._dsolve
import time:       733 |        733 |                       scipy.sparse.linalg._eigen.arpack._arpacklib
import time:      1000 |       1733 |                     scipy.sparse.linalg._eigen.arpack.arpack
import time:       937 |       2669 |                   scipy.sparse.linalg._eigen.arpack
import time:       932 |        932 |                     scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       821 |       1752 |                   scipy.sparse.linalg._eigen.lobpcg
import time:      1088 |       1088 |                       scipy.sparse.linalg._propack
import time:       494 |       1581 |                     scipy.sparse.linalg._svdp
import time:      1576 |       3156 |                   scipy.sparse.linalg._eigen._svds
import time:      1002 |       8578 |                 scipy.sparse.linalg._eigen
import time:       473 |        473 |                     scipy.sparse.linalg._onenormest
import time:       674 |       1146 |                   scipy.sparse.linalg._expm_multiply
import time:       780 |       1925 |                 scipy.sparse.linalg._matfuncs
import time:       615 |        615 |                 scipy.sparse.linalg._norm
import time:       579 |        579 |                 scipy.sparse.linalg._funm_multiply_krylov
import time:       720 |        720 |                 scipy.sparse.linalg._special_sparse_arrays
import time:       779 |        779 |                 scipy.sparse.linalg.isolve
import time:       688 |        688 |                 scipy.sparse.linalg.dsolve
import time:       565 |        565 |                 scipy.sparse.linalg.interface
import time:       534 |        534 |                 scipy.sparse.linalg.eigen
import time:       563 |        563 |                 scipy.sparse.linalg.matfuncs
import time:       733 |      54231 |               scipy.sparse.linalg
import time:       614 |        614 |                 scipy.optimize._dcsrch
import time:       651 |       1264 |               scipy.optimize._linesearch
import time:       754 |        754 |                 scipy.optimize._group_columns
import time:       789 |       1542 |               scipy.optimize._numdiff
import time:       554 |        554 |                 scipy.optimize._hessian_update_strategy
import time:       697 |       1250 |               scipy.optimize._differentiable_functions
import time:      2636 |     188679 |             scipy.optimize._optimize
import time:       580 |        580 |                 scipy.optimize._trustregion
import time:       537 |       1117 |               scipy.optimize._trustregion_dogleg
import time:       567 |        567 |               scipy.optimize._trustregion_ncg
import time:       713 |        713 |                     scipy._lib.messagestream
import time:      1080 |       1792 |                   scipy.optimize._trlib._trlib
import time:       646 |       2438 |                 scipy.optimize._trlib
import time:       452 |       2889 |               scipy.optimize._trustregion_krylov
import time:       500 |        500 |               scipy.optimize._trustregion_exact
import time:       687 |        687 |                   scipy.optimize._constraints
import time:       871 |        871 |                         sksparse
import time:        35 |        906 |                       sksparse.cholmod
import time:       569 |       1475 |                     scipy.optimize._trustregion_constr.projections
import time:       577 |        577 |                     scipy.optimize._trustregion_constr.qp_subproblem
import time:       624 |       2675 |                   scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       689 |        689 |                   scipy.optimize._trustregion_constr.canonical_constraint
import time:       590 |        590 |                   scipy.optimize._trustregion_constr.tr_interior_point
import time:       500 |        500 |                   scipy.optimize._trustregion_constr.report
import time:       888 |       6026 |                 scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       701 |       6726 |               scipy.optimize._trustregion_constr
import time:       876 |        876 |                 scipy.optimize._lbfgsb
import time:       568 |       1443 |               scipy.optimize._lbfgsb_py
import time:       826 |        826 |                 scipy.optimize._moduleTNC
import time:       731 |       1556 |               scipy.optimize._tnc
import time:       511 |        511 |               scipy.optimize._cobyla_py
import time:       454 |        454 |               scipy.optimize._cobyqa_py
import time:       703 |        703 |                 scipy.optimize._slsqplib
import time:       717 |       1419 |               scipy.optimize._slsqp_py
import time:       813 |      17991 |             scipy.optimize._minimize
import time:       779 |        779 |                 scipy.optimize._minpack
import time:       586 |        586 |                       scipy.optimize._lsq.common
import time:      1245 |       1831 |                     scipy.optimize._lsq.trf
import time:       478 |        478 |                     scipy.optimize._lsq.dogbox
import time:       940 |       3248 |                   scipy.optimize._lsq.least_squares
import time:       798 |        798 |                       scipy.optimize._lsq.givens_elimination
import time:       472 |       1270 |                     scipy.optimize._lsq.trf_linear
import time:       566 |        566 |                     scipy.optimize._lsq.bvls
import time:       444 |       2279 |                   scipy.optimize._lsq.lsq_linear
import time:       604 |       6130 |                 scipy.optimize._lsq
import time:       606 |       7513 |               scipy.optimize._minpack_py
import time:       681 |        681 |               scipy.optimize._spectral
import time:      1819 |       1819 |               scipy.optimize._nonlin
import time:       541 |      10552 |             scipy.optimize._root
import time:       645 |        645 |                 scipy.optimize._zeros
import time:       614 |       1258 |               scipy.optimize._zeros_py
import time:       620 |       1878 |             scipy.optimize._root_scalar
import time:       618 |        618 |             scipy.optimize._nnls
import time:      1781 |       1781 |             scipy.optimize._basinhopping
import time:       433 |        433 |                   scipy.optimize._highspy
import time:      5016 |       5016 |                   scipy.optimize._highspy._core
import time:      1019 |       1019 |                   scipy.optimize._highspy._highs_options
import time:       848 |       7314 |                 scipy.optimize._highspy._highs_wrapper
import time:       485 |       7798 |               scipy.optimize._linprog_highs
import time:       779 |        779 |                               uarray
import time:       735 |        735 |                                   scipy._lib._uarray._uarray
import time:       925 |       1659 |                                 scipy._lib._uarray._backend
import time:       541 |       2200 |                               scipy._lib._uarray
import time:       442 |       3420 |                             scipy._lib.uarray
import time:      8318 |      11738 |                           scipy.fft._basic
import time:      3676 |       3676 |                           scipy.fft._realtransforms
import time:      1249 |       1249 |                                 scipy.special._sf_error
import time:       993 |        993 |                                   scipy.special._ufuncs_cxx
import time:       817 |        817 |                                   scipy.special._ellip_harm_2
import time:      1254 |       1254 |                                   scipy.special._special_ufuncs
import time:       991 |        991 |                                   scipy.special._gufuncs
import time:      1737 |       5791 |                                 scipy.special._ufuncs
import time:       768 |        768 |                                   scipy.special._input_validation
import time:       960 |        960 |                                   scipy.special._specfun
import time:       727 |        727 |                                   scipy.special._comb
import time:      1010 |       3464 |                                 scipy.special._basic
import time:       530 |        530 |                                     scipy.special._ufunc_tools
import time:       705 |       1235 |                                   scipy.special._spfun_stats
import time:     23343 |      24577 |                                 scipy.special._support_alternative_backends
import time:      1743 |       1743 |                                 scipy.special._logsumexp
import time:       935 |        935 |                                 scipy.special._multiufuncs
import time:       862 |        862 |                                 scipy.special._orthogonal
import time:       536 |        536 |                                 scipy.special._ellip_harm
import time:       399 |        399 |                                 scipy.special._lambertw
import time:       452 |        452 |                                 scipy.special._spherical_bessel
import time:       875 |        875 |                                 scipy.special.add_newdocs
import time:       444 |        444 |                                 scipy.special.basic
import time:       520 |        520 |                                 scipy.special.orthogonal
import time:       833 |        833 |                                 scipy.special.specfun
import time:       830 |        830 |                                 scipy.special.sf_error
import time:       611 |        611 |                                 scipy.special.spfun_stats
import time:      1019 |      45132 |                               scipy.special
import time:       736 |      45868 |                             scipy.fft._fftlog_backend
import time:      1394 |      47261 |                           scipy.fft._fftlog
import time:       996 |        996 |                                 scipy.fft._duccfft.pyduccfft
import time:      1041 |       1041 |                                 scipy.fft._duccfft.helper
import time:       718 |       2754 |                               scipy.fft._duccfft.basic
import time:       608 |        608 |                               scipy.fft._duccfft.realtransforms
import time:       520 |       3880 |                             scipy.fft._duccfft
import time:      2188 |       6067 |                           scipy.fft._helper
import time:       598 |        598 |                             scipy.fft._basic_backend
import time:       624 |        624 |                             scipy.fft._realtransforms_backend
import time:      2059 |       3280 |                           scipy.fft._backend
import time:       794 |      72814 |                         scipy.fft
import time:      1217 |      74031 |                       scipy.linalg._decomp_interpolative
import time:       466 |      74496 |                     scipy.linalg.interpolative
import time:       462 |      74957 |                   scipy.optimize._remove_redundancy
import time:      1027 |      75984 |                 scipy.optimize._linprog_util
import time:       958 |        958 |                 sksparse
import time:       981 |        981 |                   scikits
import time:        32 |       1012 |                 scikits.umfpack
import time:       690 |      78643 |               scipy.optimize._linprog_ip
import time:       546 |        546 |               scipy.optimize._linprog_simplex
import time:       938 |        938 |                 scipy.optimize._bglu_dense
import time:       518 |       1455 |               scipy.optimize._linprog_rs
import time:      1050 |       1050 |               scipy.optimize._linprog_doc
import time:       660 |      90150 |             scipy.optimize._linprog
import time:      1696 |       1696 |             scipy.optimize._lsap
import time:      3150 |       3150 |             scipy.optimize._differentialevolution
import time:      1855 |       1855 |               scipy.optimize._pava_pybind
import time:       580 |       2435 |             scipy.optimize._isotonic
import time:      1720 |       1720 |                 scipy.spatial._ckdtree
import time:      1054 |       1054 |                   scipy.spatial._hausdorff
import time:      1011 |       1011 |                   scipy.spatial._distance_pybind
import time:       714 |        714 |                   scipy.spatial._distance_wrap
import time:      3230 |       6007 |                 scipy.spatial.distance
import time:      2619 |      10345 |               scipy.spatial._kdtree
import time:      1588 |       1588 |               scipy.spatial._qhull
import time:       772 |        772 |                 scipy.spatial._voronoi
import time:       874 |       1646 |               scipy.spatial._spherical_voronoi
import time:       487 |        487 |               scipy.spatial._plotutils
import time:       443 |        443 |               scipy.spatial._procrustes
import time:       493 |        493 |               scipy.spatial._geometric_slerp
import time:       835 |        835 |               scipy.spatial.ckdtree
import time:       858 |        858 |               scipy.spatial.kdtree
import time:       603 |        603 |               scipy.spatial.qhull
import time:      1257 |       1257 |                   scipy.spatial.transform._rotation_cy
import time:       947 |        947 |                   scipy.spatial.transform._rotation_xp
import time:      4074 |       4074 |                       scipy.constants._codata
import time:      1502 |       1502 |                       scipy.constants._constants
import time:       867 |        867 |                       scipy.constants.codata
import time:       601 |        601 |                       scipy.constants.constants
import time:      1291 |       8334 |                     scipy.constants
import time:       628 |       8961 |                   scipy.spatial.transform._rotation_groups
import time:      2779 |      13942 |                 scipy.spatial.transform._rotation
import time:      1271 |       1271 |                   scipy.spatial.transform._rigid_transform_cy
import time:       834 |        834 |                   scipy.spatial.transform._rigid_transform_xp
import time:      2082 |       4186 |                 scipy.spatial.transform._rigid_transform
import time:       766 |        766 |                 scipy.spatial.transform._rotation_spline
import time:       731 |        731 |                 scipy.spatial.transform.rotation
import time:       629 |      20252 |               scipy.spatial.transform
import time:       541 |        541 |                 scipy.optimize._shgo_lib
import time:       888 |        888 |                 scipy.optimize._shgo_lib._vertex
import time:       876 |       2304 |               scipy.optimize._shgo_lib._complex
import time:      1876 |      41727 |             scipy.optimize._shgo
import time:      1583 |       1583 |             scipy.optimize._dual_annealing
import time:       629 |        629 |             scipy.optimize._qap
import time:       893 |        893 |               scipy.optimize._direct
import time:       698 |       1590 |             scipy.optimize._direct_py
import time:       645 |        645 |             scipy.optimize._milp
import time:      1226 |       1226 |             scipy.optimize.cobyla
import time:       857 |        857 |             scipy.optimize.lbfgsb
import time:       924 |        924 |             scipy.optimize.linesearch
import time:       580 |        580 |             scipy.optimize.minpack
import time:       804 |        804 |             scipy.optimize.minpack2
import time:       713 |        713 |             scipy.optimize.moduleTNC
import time:       405 |        405 |             scipy.optimize.nonlin
import time:       386 |        386 |             scipy.optimize.optimize
import time:       588 |        588 |             scipy.optimize.slsqp
import time:      1123 |       1123 |             scipy.optimize.tnc
import time:       643 |        643 |             scipy.optimize.zeros
import time:      1047 |     386546 |           scipy.optimize
import time:       530 |     387076 |         transformers.loss.loss_for_object_detection
import time:       337 |     387412 |       transformers.loss.loss_deformable_detr
import time:       563 |        563 |       transformers.loss.loss_rt_detr
import time:       503 |     388855 |     transformers.loss.loss_utils
import time:      1358 |       1358 |         transformers.models.auto.configuration_auto
import time:      4324 |       4324 |         transformers.utils.quantization_config
import time:       418 |        418 |           transformers.quantizers.base
import time:       933 |       1351 |         transformers.quantizers.quantizer_aqlm
import time:       359 |        359 |         transformers.quantizers.quantizer_awq
import time:       325 |        325 |         transformers.quantizers.quantizer_bitnet
import time:       304 |        304 |           transformers.quantizers.quantizers_utils
import time:       425 |        728 |         transformers.quantizers.quantizer_bnb_4bit
import time:       452 |        452 |         transformers.quantizers.quantizer_bnb_8bit
import time:       489 |        489 |         transformers.quantizers.quantizer_compressed_tensors
import time:       384 |        384 |         transformers.quantizers.quantizer_eetq
import time:       426 |        426 |         transformers.quantizers.quantizer_fbgemm_fp8
import time:       438 |        438 |         transformers.quantizers.quantizer_finegrained_fp8
import time:       361 |        361 |         transformers.quantizers.quantizer_gptq
import time:       497 |        497 |         transformers.quantizers.quantizer_higgs
import time:       726 |        726 |         transformers.quantizers.quantizer_hqq
import time:       374 |        374 |         transformers.quantizers.quantizer_quanto
import time:       556 |        556 |         transformers.quantizers.quantizer_spqr
import time:       372 |        372 |         transformers.quantizers.quantizer_torchao
import time:       311 |        311 |         transformers.quantizers.quantizer_vptq
import time:      1061 |      14883 |       transformers.quantizers.auto
import time:       406 |      15289 |     transformers.quantizers
import time:       500 |        500 |     transformers.safetensors_conversion
import time:     12179 |     578889 |   transformers.modeling_utils
import time:       370 |        370 |     transformers.onnx
import time:       559 |        559 |     transformers.onnx.utils
import time:      2018 |       2946 |   transformers.models.clip.configuration_clip
import time:      1961 |       1961 |         regex._regex
import time:      4522 |       6482 |       regex._regex_core
import time:       168 |        168 |       regex.DEFAULT_VERSION
import time:      1200 |       7850 |     regex._main
import time:       942 |       8792 |   regex
import time:       707 |        707 |     diffusers.configuration_utils
import time:       599 |       1305 |   diffusers.callbacks
import time:       828 |        828 |   diffusers.image_processor
import time:       446 |        446 |   diffusers.loaders
import time:       578 |        578 |       diffusers.models
import time:      1532 |       1532 |                 diffusers.quantizers.quantization_config
import time:       387 |       1919 |               diffusers.quantizers.base
import time:       560 |       2479 |             diffusers.quantizers.bitsandbytes.bnb_quantizer
import time:       485 |        485 |             diffusers.quantizers.bitsandbytes.utils
import time:       323 |       3286 |           diffusers.quantizers.bitsandbytes
import time:       746 |        746 |             diffusers.quantizers.gguf.gguf_quantizer
import time:       441 |       1186 |           diffusers.quantizers.gguf
import time:       724 |        724 |             diffusers.quantizers.torchao.torchao_quantizer
import time:       483 |       1206 |           diffusers.quantizers.torchao
import time:       531 |       6208 |         diffusers.quantizers.auto
import time:       348 |       6555 |       diffusers.quantizers
import time:       582 |        582 |       diffusers.models.model_loading_utils
import time:      1238 |       8952 |     diffusers.models.modeling_utils
import time:       517 |        517 |     diffusers.schedulers
import time:       628 |        628 |     diffusers.utils.torch_utils
import time:       985 |        985 |     diffusers.schedulers.scheduling_utils
import time:      1006 |       1006 |       scipy.stats._warnings_errors
import time:       723 |        723 |               scipy._lib._elementwise_iterative_method
import time:       818 |       1541 |             scipy.optimize._bracket
import time:       554 |        554 |             scipy.optimize._chandrupatla
import time:      2958 |       5052 |           scipy.optimize._elementwise
import time:       576 |       5628 |         scipy.optimize.elementwise
import time:       766 |        766 |             scipy._lib.doccer
import time:       670 |        670 |             scipy.stats._distr_params
import time:      3542 |       3542 |             scipy.integrate._quadrature
import time:      1044 |       1044 |               scipy.integrate._odepack
import time:      2083 |       3126 |             scipy.integrate._odepack_py
import time:       800 |        800 |               scipy.integrate._quadpack
import time:      3863 |       4663 |             scipy.integrate._quadpack_py
import time:       898 |        898 |               scipy.integrate._vode
import time:       785 |        785 |               scipy.integrate._dop
import time:      1077 |       2759 |             scipy.integrate._ode
import time:      1703 |       1703 |             scipy.integrate._bvp
import time:       580 |        580 |                   scipy.integrate._ivp.common
import time:       650 |        650 |                   scipy.integrate._ivp.base
import time:       619 |       1847 |                 scipy.integrate._ivp.bdf
import time:       622 |        622 |                 scipy.integrate._ivp.radau
import time:       484 |        484 |                   scipy.integrate._ivp.dop853_coefficients
import time:       651 |       1135 |                 scipy.integrate._ivp.rk
import time:       498 |        498 |                 scipy.integrate._ivp.lsoda
import time:      3470 |       7571 |               scipy.integrate._ivp.ivp
import time:       738 |       8308 |             scipy.integrate._ivp
import time:      1269 |       1269 |             scipy.integrate._quad_vec
import time:      2409 |       2409 |             scipy.integrate._tanhsinh
import time:       823 |        823 |                 scipy.integrate._rules._base
import time:       526 |        526 |                 scipy.integrate._rules._genz_malik
import time:       427 |        427 |                   scipy.integrate._rules._gauss_legendre
import time:       443 |        870 |                 scipy.integrate._rules._gauss_kronrod
import time:       915 |       3132 |               scipy.integrate._rules
import time:      2496 |       5628 |             scipy.integrate._cubature
import time:      1330 |       1330 |             scipy.integrate._lebedev
import time:       871 |        871 |             scipy.integrate.dop
import time:      1136 |       1136 |             scipy.integrate.lsoda
import time:       977 |        977 |             scipy.integrate.vode
import time:       749 |        749 |             scipy.integrate.odepack
import time:       696 |        696 |             scipy.integrate.quadpack
import time:       430 |        430 |             scipy.stats._finite_differences
import time:       502 |        502 |             scipy.stats._constants
import time:       677 |        677 |             scipy.stats._censored_data
import time:      3792 |      45995 |           scipy.stats._distn_infrastructure
import time:       853 |        853 |                     scipy.interpolate._fitpack
import time:      1930 |       2783 |                   scipy.interpolate._fitpack_impl
import time:       942 |        942 |                     scipy.interpolate._dierckx
import time:      4421 |       5363 |                   scipy.interpolate._bsplines
import time:      3420 |      11565 |                 scipy.interpolate._fitpack_py
import time:      1191 |       1191 |                 scipy.interpolate._polyint
import time:       940 |        940 |                 scipy.interpolate._ppoly
import time:       902 |        902 |                 scipy.interpolate._interpnd
import time:      3273 |      17869 |               scipy.interpolate._interpolate
import time:      4391 |       4391 |               scipy.interpolate._fitpack2
import time:      1065 |       1065 |               scipy.interpolate._rbf
import time:       450 |        450 |                   scipy.interpolate._rbfinterp_common
import time:       911 |        911 |                   scipy.interpolate._rbfinterp_pythran
import time:       500 |       1861 |                 scipy.interpolate._rbfinterp_np
import time:       497 |        497 |                 scipy.interpolate._rbfinterp_xp
import time:      1233 |       3591 |               scipy.interpolate._rbfinterp
