backbone,radius,feather,hq_id,identity,location,missing_pixels,condition,full_face_lpips,hole_mae,hole_psnr,visible_mae,missed_mae,overcovered_mae,true_fraction,mask_fp_fraction,mask_fn_fraction
lama,8,0,1369,4064,mouth_center,1966,over,0.024253087118268013,0.10807012021541595,16.7667772199795,0.0017237027641385794,,0.05949968844652176,0.029998779296875,0.0059967041015625,0.0
lama,8,0,1369,4064,mouth_center,1966,mixed,0.024470282718539238,0.10840127617120743,16.75229093140543,0.001726399757899344,0.0734172910451889,0.05928826332092285,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,8,0,1369,4064,upper_image,1966,accurate,0.006752607878297567,0.030919315293431282,27.814404332315203,0.0007005778606981039,,,0.029998779296875,0.0,0.0
lama,8,0,1369,4064,upper_image,1966,under,0.007759565953165293,0.029597207903862,28.458872722203175,0.00042968164780177176,0.027040816843509674,,0.029998779296875,0.0,0.0059967041015625
lama,8,0,1369,4064,upper_image,1966,over,0.009788066148757935,0.033041879534721375,27.305447491038912,0.001067737815901637,,0.03751780092716217,0.029998779296875,0.0059967041015625,0.0
lama,8,0,1369,4064,upper_image,1966,mixed,0.009831319563090801,0.0332663357257843,27.26487655775959,0.0010681324638426304,0.030347255989909172,0.0377441868185997,0.029998779296875,0.0059967041015625,0.0059967041015625
lama,8,0,1369,4064,eye_center,3932,accurate,0.07218071818351746,0.11836724728345871,15.202440483331443,0.0018288324354216456,,,0.05999755859375,0.0,0.0
lama,8,0,1369,4064,eye_center,3932,under,0.0501980185508728,0.09585670381784439,17.10410813487115,0.0010726697510108352,0.0577072910964489,,0.05999755859375,0.0,0.011993408203125
lama,8,0,1369,4064,eye_center,3932,over,0.07311901450157166,0.12335072457790375,14.864852727941322,0.002953266492113471,,0.07476907223463058,0.05999755859375,0.011993408203125,0.0
lama,8,0,1369,4064,eye_center,3932,mixed,0.07351988554000854,0.12412989884614944,14.822908906581869,0.0029868511483073235,0.09738464653491974,0.0756671205163002,0.05999755859375,0.011993408203125,0.011993408203125
